내 능력이 너무 모자라,고민
내 문제는 뭘까,고민
내 문제점이 뭘까,고민
내 잘못이 뭔지 모르겠어,고민
내 잘못인 거 같은데 말을 못하겠어,고민
내 잘못인 거 같은데 어떻게 털어놓지,고민
내 지인한테 내 험담했대,고민
내 짝은 어디있을까,고민
내 친구에게 내 험담을 하다니,고민
내 편이 없는 거 같아,고민
내 편이라고는 하나도 없는 거 같아,고민
내가 그르친 거 같아,고민
내가 기대를 너무 많이 했나봐,고민
내가 나빴네,고민
내가 너무 방심했어,고민
내가 너무 생각없이 말했어,고민
내가 다른 무슨 말을 하겠어,고민
내가 만족을 못해,고민
내가 많이 부족한가,고민
내가 말하면 왜 비난만 할까,고민
내가 멍청한거지,고민
내가 무능력하게 느껴져,고민
내가 뭘 잘못했을까,고민
내가 뭘 좋아하는지 잘하는지 모르겠어,고민
내가 바보지,고민
내가 부족하니까 이렇게 밖에 안된거겠지,고민
내가 불효녀야,고민
내가 불효자야,고민
내가 아무것도 아닌 사람 같아,고민
내가 왜 해야하는지 모르겠어,고민
내가 이상한 건가,고민
내가 이상한 사람같아,고민
내가 이상한가,고민
내가 잘못한 걸까,고민
내가 잘못했다는데 뭔지 안 알려줘,고민
내기해서 이겼는데 소원 뭐하지,고민
너무 기대했나봐,고민
너무 마른 거 같아,고민
너무 많은 걸 바래,고민
너무 잘하는 후배가 들어왔어,고민
너무 초라해지는 느낌이야,고민
누가 내 욕하는 거 같아,고민
다 끝나가니 좋을줄만 알았는데,고민
다 마음에 안 들어,고민
다 알고 있을까,고민
때려 치고 싶다,고민
말을 못하겠어,고민
말을 좀 잘 하고 싶어,고민
먹을까 참을까,고민
먼저 잘게 잘자,고민
모르는 걸까 모르는 철 하는 걸까,고민
모르는 게 너무 많아,고민
목 마르다,고민
목 말라,고민
목 탄다,고민
목걸이 선물이 좋겠다,고민
목걸이 선물해볼까,고민
목돈 만들기,고민
목소리 좋은 사람이 좋아,고민
목이 바싹바싹 탄다,고민
무슨 향수가 좋을까,고민
뭐 먹을 거 없나,고민
뭐 먹을까,고민
뭐 먹지,고민
뭐 물어 볼까,고민
뭐 볼까,고민
뭐부터 바꿔야 할까,고민
뭐하고 놀지,고민
뭐하고 살지,고민
뭐하면 시간이 잘 갈까,고민
뭐하면서 노는 게 좋을까,고민
